time,t1,time_t1,t2,time_t2,t3,time_t3,average_temperature,heater_on,fan_on,execution_interval,elapsed
1731602576081254680,37.687,1731602575961063592,38.437,1731602576080831605,20.5,1731602576040879606,38.062,True,True,3.0,1.2647147178649902
1731602579081460354,37.687,1731602579000933955,38.437,1731602579040907792,20.5,1731602579081063186,38.062,False,True,3.0,1.263037919998169
1731602582081278784,37.687,1731602581960911032,38.437,1731602582040835254,20.5,1731602582080833190,38.062,False,True,3.0,1.2610599994659424
1731602585081369116,37.687,1731602585000993305,38.437,1731602585080861614,20.5,1731602585041672286,38.062,False,True,3.0,1.2593557834625244
1731602588121265053,37.687,1731602587961136154,38.437,1731602588120805107,20.5,1731602588080869345,38.062,False,True,3.0,1.2974514961242676
1731602591081204604,37.687,1731602591000944549,38.437,1731602591041480041,20.5,1731602591080797936,38.062,False,True,3.0,1.2556231021881104
1731602594081307737,37.687,1731602593961157808,38.437,1731602594040900092,20.5,1731602594080898032,38.062,True,True,3.0,1.2552027702331543
1731602597101246763,37.687,1731602597000987686,38.437,1731602597040816686,20.5,1731602597100839373,38.062,False,True,3.0,1.273339033126831
1731602600201107122,37.687,1731602599960935197,38.437,1731602600160676114,20.5,1731602600200669065,38.062,False,True,3.0,1.3714122772216797
1731602603081175276,37.687,1731602603080817478,38.437,1731602603040692984,20.5,1731602603001635255,38.062,False,True,3.0,1.2497942447662354
1731602606081770984,37.687,1731602605960913394,38.437,1731602606040927723,20.5,1731602606081385149,38.062,False,True,3.0,1.2485921382904053
1731602609081114125,37.75,1731602609041261622,38.437,1731602609001186877,20.5,1731602609080715790,38.0935,False,True,3.0,1.2461192607879639
1731602612141895712,37.75,1731602612080814425,38.437,1731602612141523395,20.5,1731602612041648956,38.0935,True,True,3.0,1.3050899505615234
1731602615121338991,37.687,1731602615001018521,38.437,1731602615120908378,20.5,1731602615080888438,38.062,False,True,3.0,1.2840452194213867
1731602618081302772,37.75,1731602617961040066,38.437,1731602618080816789,20.5,1731602618040969288,38.0935,False,True,3.0,1.2435052394866943
1731602621081286367,37.687,1731602621040900526,38.5,1731602621080877606,20.5,1731602621000926112,38.0935,False,True,3.0,1.2431309223175049
1731602624091278734,37.687,1731602623961007891,38.437,1731602624090816417,20.5,1731602624050906591,38.062,False,True,3.0,1.251312017440796
1731602627131421716,37.687,1731602627001192689,38.437,1731602627090915623,20.5,1731602627130884362,38.062,False,True,3.0,1.2897417545318604
1731602630121052592,37.687,1731602630120688590,38.437,1731602630080724735,20.5,1731602630041102660,38.062,True,True,3.0,1.2774977684020996
1731602633081389618,37.687,1731602633001047452,38.5,1731602633040830588,20.5,1731602633080944653,38.0935,False,True,3.0,1.2360613346099854
1731602636121223094,37.687,1731602636080953227,38.5,1731602636120804221,20.5,1731602636040923214,38.0935,False,True,3.0,1.2740671634674072
1731602639131178681,37.687,1731602639080752716,38.5,1731602639001632999,20.5,1731602639130750475,38.0935,False,True,3.0,1.2836644649505615
1731602642121340664,37.687,1731602642041168765,38.5,1731602642080857101,20.5,1731602642120940736,38.0935,False,True,3.0,1.272387981414795
